user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
GCA_016719055.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__						GCA_903873485.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__Rhodoferax sp903873485	80.82	0.49	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__	taxonomic classification defined by topology and ANI		GCA_002083775.1, s__Rhodoferax ferrireducens_A, 95.0, 79.91, 0.47; GCF_002017865.1, s__Rhodoferax fermentans, 95.0, 79.59, 0.4; GCA_011391545.1, s__Rhodoferax sp011391545, 95.0, 79.52, 0.46; GCA_903905735.1, s__Rhodoferax sp903905735, 95.0, 79.46, 0.38; GCA_001771065.1, s__Rhodoferax sp001771065, 95.0, 79.46, 0.39; GCA_002842265.1, s__Rhodoferax sp002842265, 95.0, 79.42, 0.45; GCF_013416775.1, s__Rhodoferax sp013416775, 95.0, 79.32, 0.41; GCA_008080595.1, s__Rhodoferax sp008080595, 95.0, 79.21, 0.33; GCA_011391645.1, s__Rhodoferax sp011391645, 95.0, 79.21, 0.53; GCF_001938565.1, s__Rhodoferax antarcticus, 95.0, 79.09, 0.4; GCA_903886165.1, s__Rhodoferax sp903886165, 95.0, 79.02, 0.45; GCA_002786915.1, s__Rhodoferax sp002786915, 95.0, 78.95, 0.35; GCA_002789915.1, s__Rhodoferax sp002789915, 95.0, 78.94, 0.46; GCA_002784245.1, s__Rhodoferax sp002784245, 95.0, 78.73, 0.5; GCA_001871515.1, s__Rhodoferax sp001871515, 95.0, 78.7, 0.46; GCF_000013605.1, s__Rhodoferax ferrireducens, 95.0, 78.61, 0.28; GCA_013791765.1, s__Rhodoferax sp013791765, 95.0, 78.4, 0.31; GCA_903856025.1, s__Rhodoferax sp903856025, 95.0, 78.37, 0.32; GCA_010365055.1, s__Rhodoferax sp010365055, 95.0, 78.35, 0.31; GCA_903863395.1, s__Rhodoferax sp903863395, 95.0, 78.34, 0.36; GCA_012927445.1, s__Rhodoferax sp012927445, 95.0, 78.29, 0.31; GCA_903930255.1, s__Rhodoferax sp903930255, 95.0, 78.26, 0.3; GCF_003347515.1, s__Rhodoferax sp003347515, 95.0, 78.26, 0.27; GCF_003415675.1, s__Rhodoferax sp003415675, 95.0, 78.22, 0.26; GCA_002413825.1, s__Rhodoferax sp002413825, 95.0, 78.21, 0.31; GCA_001770935.1, s__Rhodoferax sp001770935, 95.0, 78.21, 0.25; GCA_002422455.1, s__Rhodoferax sp002422455, 95.0, 78.16, 0.39; GCA_903960915.1, s__Rhodoferax sp903960915, 95.0, 78.15, 0.29; GCA_903876735.1, s__Rhodoferax sp903876735, 95.0, 78.05, 0.28; GCA_903828665.1, s__Rhodoferax sp903828665, 95.0, 78.04, 0.27; GCA_002381045.1, s__Rhodoferax sp002381045, 95.0, 78.01, 0.32; GCA_903886275.1, s__Rhodoferax sp903886275, 95.0, 77.96, 0.24; GCA_903845935.1, s__Rhodoferax sp903845935, 95.0, 77.95, 0.28; GCF_002943465.1, s__Rhodoferax sp002943465, 95.0, 77.94, 0.27; GCA_003133245.1, s__Rhodoferax sp003133245, 95.0, 77.92, 0.26; GCA_009693325.1, s__Rhodoferax sp009693325, 95.0, 77.91, 0.25; GCA_903920695.1, s__Rhodoferax sp903920695, 95.0, 77.9, 0.21; GCA_903928635.1, s__Rhodoferax sp903928635, 95.0, 77.88, 0.26; GCA_903945325.1, s__Rhodoferax sp903945325, 95.0, 77.85, 0.25; GCA_002256115.1, s__Rhodoferax sp002256115, 95.0, 77.85, 0.17; GCF_002251855.1, s__Rhodoferax sp002251855, 95.0, 77.83, 0.26; GCA_903914175.1, s__Rhodoferax sp903914175, 95.0, 77.81, 0.25; GCA_001795455.1, s__Rhodoferax sp001795455, 95.0, 77.78, 0.28; GCF_005876985.1, s__Rhodoferax bucti, 95.0, 77.74, 0.27; GCA_008015235.1, s__Rhodoferax sp008015235, 95.0, 77.73, 0.27; GCF_001955715.1, s__Rhodoferax saidenbachensis, 95.0, 77.73, 0.26; GCA_009922295.1, s__Rhodoferax sp009922295, 95.0, 77.73, 0.22; GCF_002163715.1, s__Rhodoferax sp002163715, 95.0, 77.7, 0.2; GCA_903839085.1, s__Rhodoferax sp903839085, 95.0, 77.69, 0.25; GCA_903897925.1, s__Rhodoferax sp903897925, 95.0, 77.69, 0.24; GCA_903938955.1, s__Rhodoferax sp903938955, 95.0, 77.66, 0.29; GCA_903948045.1, s__Rhodoferax sp903948045, 95.0, 77.64, 0.2; GCA_903958915.1, s__Rhodoferax sp903958915, 95.0, 77.62, 0.21; GCA_007280205.1, s__Rhodoferax sp007280205, 95.0, 77.57, 0.2; GCA_903897005.1, s__Rhodoferax sp903897005, 95.0, 77.56, 0.23; GCA_014190675.1, s__Rhodoferax sp014190675, 95.0, 77.51, 0.23; GCA_903894475.1, s__Rhodoferax sp903894475, 95.0, 77.51, 0.18; GCA_903823025.1, s__Rhodoferax sp903823025, 95.0, 77.51, 0.25; GCA_903954045.1, s__Rhodoferax sp903954045, 95.0, 77.44, 0.23; GCA_004293725.1, s__Rhodoferax sp004293725, 95.0, 77.41, 0.21; GCA_903924955.1, s__Rhodoferax sp903924955, 95.0, 77.4, 0.22; GCA_903840825.1, s__Rhodoferax sp903840825, 95.0, 77.39, 0.25; GCA_002390825.1, s__Rhodoferax sp002390825, 95.0, 77.38, 0.21; GCA_903896425.1, s__Rhodoferax sp903896425, 95.0, 77.38, 0.26; GCA_013297935.1, s__Rhodoferax sp013297935, 95.0, 77.36, 0.23; GCA_009925925.1, s__Rhodoferax sp009925925, 95.0, 77.34, 0.23; GCA_903853895.1, s__Rhodoferax sp903853895, 95.0, 77.33, 0.22; GCA_903944555.1, s__Rhodoferax sp903944555, 95.0, 77.31, 0.21; GCA_903870955.1, s__Rhodoferax sp903870955, 95.0, 77.27, 0.19; GCA_903864505.1, s__Rhodoferax sp903864505, 95.0, 77.26, 0.22; GCA_903906695.1, s__Rhodoferax sp903906695, 95.0, 77.22, 0.2; GCF_006974105.1, s__Rhodoferax sp006974105, 95.0, 77.19, 0.16; GCA_903859265.1, s__Rhodoferax sp903859265, 95.0, 77.19, 0.19; GCA_009924455.1, s__Rhodoferax sp009924455, 95.0, 77.19, 0.26; GCA_903927295.1, s__Rhodoferax sp903927295, 95.0, 77.1, 0.19; GCA_903861575.1, s__Rhodoferax sp903861575, 95.0, 77.09, 0.22; GCA_903928325.1, s__Rhodoferax sp903928325, 95.0, 77.07, 0.25; GCA_903951445.1, s__Rhodoferax sp903951445, 95.0, 77.06, 0.19; GCA_903876045.1, s__Rhodoferax sp903876045, 95.0, 77.04, 0.19; GCA_903925725.1, s__Rhodoferax sp903925725, 95.0, 76.99, 0.17; GCA_903869595.1, s__Rhodoferax sp903869595, 95.0, 76.98, 0.19; GCA_903870065.1, s__Rhodoferax sp903870065, 95.0, 76.87, 0.15; GCA_903929815.1, s__Rhodoferax sp903929815, 95.0, 76.8, 0.19; GCA_903875275.1, s__Rhodoferax sp903875275, 95.0, 76.79, 0.17; GCA_903914985.1, s__Rhodoferax sp903914985, 95.0, 76.74, 0.18; GCA_007279715.1, s__Rhodoferax sp007279715, 95.0, 76.74, 0.12; GCA_903822205.1, s__Rhodoferax sp903822205, 95.0, 76.73, 0.19; GCF_000477435.1, s__Rhodoferax mobilis, 95.0, 76.67, 0.09; GCA_903920405.1, s__Rhodoferax sp903920405, 95.0, 76.62, 0.19; GCA_005793295.1, s__Rhodoferax sp005793295, 95.0, 76.46, 0.1	94.06	11	0.979259188	
GCA_016719085.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB8;s__						GCA_013414645.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB8;s__OLB8 sp001567405	77.29	0.04	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	taxonomic classification defined by topology and ANI			89.44	11	0.931150801	
GCA_016719105.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__SCN-70-22;s__						GCA_001724275.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__SCN-70-22;s__SCN-70-22 sp001724275	81.55	0.63	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__SCN-70-22;s__	taxonomic classification defined by topology and ANI		GCA_014379705.1, s__SCN-70-22 sp014379705, 95.0, 77.47, 0.29; GCA_902826615.1, s__SCN-70-22 sp902826615, 95.0, 77.24, 0.21	89.91	11	0.946172041	
GCA_016719125.1	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__OLB17;s__											d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__OLB17;s__	ANI		GCA_001464665.1, s__OLB17 sp001464665, 95.0, 77.49, 0.11; GCA_002333435.1, s__OLB17 sp002333435, 95.0, 77.42, 0.1; GCA_002360555.1, s__OLB17 sp002360555, 95.0, 77.17, 0.22; GCA_902826385.1, s__OLB17 sp902826385, 95.0, 77.11, 0.09; GCA_001464455.1, s__OLB17 sp001464455, 95.0, 77.01, 0.13; GCA_003223975.1, s__OLB17 sp003223975, 95.0, 76.82, 0.07; GCA_011388875.1, s__OLB17 sp011388875, 95.0, 76.65, 0.04; GCA_001567505.1, s__OLB17 sp001567505, 95.0, 76.64, 0.11; GCA_902826795.1, s__OLB17 sp902826795, 95.0, 76.61, 0.08; GCA_014379075.1, s__OLB17 sp014379075, 95.0, 76.52, 0.08; GCA_002483395.1, s__OLB17 sp002483395, 95.0, 76.36, 0.1; GCA_003223025.1, s__OLB17 sp003223025, 95.0, 76.35, 0.1; GCA_013140875.1, s__OLB17 sp013140875, 95.0, 76.25, 0.12; GCA_003577445.1, s__OLB17 sp003577445, 95.0, 76.22, 0.12; GCA_013695495.1, s__OLB17 sp013695495, 95.0, 76.12, 0.09; GCA_013695195.1, s__OLB17 sp013695195, 95.0, 75.91, 0.07	92.08	11	0.931933047	
GCA_016719135.1	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__UBA10799;g__;s__						GCA_003452655.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__UBA10799;g__UBA10799;s__UBA10799 sp003452655	77.39	0.04	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__;g__;s__	taxonomic classification defined by topology and ANI			84.22	11	0.768844717	
GCA_016719165.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__	ANI		GCA_002352145.1, s__JJ008 sp002352145, 95.0, 77.97, 0.31; GCA_902826165.1, s__JJ008 sp902826165, 95.0, 77.92, 0.3; GCF_002127295.1, s__JJ008 sp002127295, 95.0, 77.79, 0.27; GCA_011331705.1, s__JJ008 sp011331705, 95.0, 77.77, 0.28; GCA_002400415.1, s__JJ008 sp002400415, 95.0, 77.63, 0.27; GCA_013140985.1, s__JJ008 sp013140985, 95.0, 77.29, 0.24; GCA_903879995.1, s__JJ008 sp903879995, 95.0, 77.28, 0.08; GCA_001464625.1, s__JJ008 sp001464625, 95.0, 77.28, 0.26; GCA_005791465.1, s__JJ008 sp005791465, 95.0, 76.89, 0.11; GCA_002342205.1, s__JJ008 sp002342205, 95.0, 76.83, 0.1; GCA_014190475.1, s__JJ008 sp014190475, 95.0, 76.72, 0.09; GCA_002378975.1, s__JJ008 sp002378975, 95.0, 76.42, 0.07; GCA_002069045.1, s__JJ008 sp002069045, 95.0, 76.31, 0.16; GCA_003489485.1, s__JJ008 sp003489485, 95.0, 76.12, 0.1; GCA_005789565.1, s__JJ008 sp005789565, 95.0, 75.37, 0.05	91.9	11	0.933980913	
GCA_016719185.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus_B;s__						GCF_003367235.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus_B;s__Sphingorhabdus_B sp003367235	79.51	0.43	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus_B;s__	taxonomic classification defined by topology and ANI		GCF_009768975.1, s__Sphingorhabdus_B lacus, 95.0, 78.51, 0.26; GCA_013823985.1, s__Sphingorhabdus_B sp013823985, 95.0, 78.36, 0.26; GCF_009769755.1, s__Sphingorhabdus_B profundilacus, 95.0, 78.05, 0.25; GCF_007280415.1, s__Sphingorhabdus_B contaminans, 95.0, 77.94, 0.26; GCA_013297725.1, s__Sphingorhabdus_B sp013297725, 95.0, 77.93, 0.31; GCA_002479765.1, s__Sphingorhabdus_B sp002479765, 95.0, 77.76, 0.27; GCA_001464315.1, s__Sphingorhabdus_B sp001464315, 95.0, 77.73, 0.26; GCF_014196595.1, s__Sphingorhabdus_B rigui, 95.0, 77.58, 0.24; GCA_002255985.1, s__Sphingorhabdus_B sp002255985, 95.0, 77.56, 0.19; GCA_002282385.1, s__Sphingorhabdus_B sp002282385, 95.0, 77.49, 0.26; GCA_903821685.1, s__Sphingorhabdus_B sp903821685, 95.0, 77.4, 0.22; GCF_003933235.1, s__Sphingorhabdus_B wooponensis, 95.0, 77.35, 0.24; GCA_002299195.1, s__Sphingorhabdus_B sp002299195, 95.0, 77.31, 0.26; GCA_002299895.1, s__Sphingorhabdus_B sp002299895, 95.0, 77.11, 0.24; GCA_002278855.1, s__Sphingorhabdus_B sp002278855, 95.0, 77.06, 0.23; GCA_903868245.1, s__Sphingorhabdus_B sp903868245, 95.0, 77.04, 0.23; GCF_001889025.1, s__Sphingorhabdus_B sp001889025, 95.0, 76.78, 0.05; GCA_012032285.1, s__Sphingorhabdus_B sp012032285, 95.0, 76.72, 0.18	93.85	11	0.980814591	
GCA_016719205.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__OLB10;g__CAINEC01;s__						GCA_903922455.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__OLB10;g__CAINEC01;s__CAINEC01 sp903922455	77.5	0.15	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__OLB10;g__CAINEC01;s__	taxonomic classification defined by topology and ANI		GCA_903847585.1, s__CAINEC01 sp903847585, 95.0, 76.38, 0.06; GCA_903881665.1, s__CAINEC01 sp903881665, 95.0, 76.31, 0.05	90.13	11	0.924723032	
GCA_016719225.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__						GCA_002396605.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__PHOS-HE28 sp002396605	80.17	0.46	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	taxonomic classification defined by topology and ANI		GCA_013360395.1, s__PHOS-HE28 sp013360395, 95.0, 78.17, 0.22; GCA_902826215.1, s__PHOS-HE28 sp902826215, 95.0, 77.79, 0.17; GCA_014584605.1, s__PHOS-HE28 sp014584605, 95.0, 77.76, 0.21; GCA_002482775.1, s__PHOS-HE28 sp002482775, 95.0, 77.71, 0.2; GCA_002342985.1, s__PHOS-HE28 sp002342985, 95.0, 77.66, 0.18; GCA_002360495.1, s__PHOS-HE28 sp002360495, 95.0, 77.56, 0.16; GCA_902825795.1, s__PHOS-HE28 sp902825795, 95.0, 77.45, 0.14; GCA_008016945.1, s__PHOS-HE28 sp008016945, 95.0, 77.43, 0.17	96.78	11	0.970265293	
GCA_016719245.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Uliginosibacterium;s__						GCF_000373965.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Uliginosibacterium;s__Uliginosibacterium gangwonense	78.37	0.26	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Uliginosibacterium;s__	taxonomic classification defined by topology and ANI		GCF_002855595.1, s__Uliginosibacterium sp002855595, 95.0, 79.09, 0.28; GCA_002284945.1, s__Uliginosibacterium carminicum, 95.0, 78.29, 0.22; GCA_002307175.1, s__Uliginosibacterium sp002307175, 95.0, 77.48, 0.16	89.74	11	0.940660953	
GCA_016719255.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__						GCA_002396605.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__PHOS-HE28 sp002396605	78.15	0.31	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	taxonomic classification defined by topology and ANI		GCA_014584605.1, s__PHOS-HE28 sp014584605, 95.0, 79.84, 0.39; GCA_013360395.1, s__PHOS-HE28 sp013360395, 95.0, 79.83, 0.43; GCA_002342985.1, s__PHOS-HE28 sp002342985, 95.0, 79.65, 0.37; GCA_002482775.1, s__PHOS-HE28 sp002482775, 95.0, 79.52, 0.32; GCA_008016945.1, s__PHOS-HE28 sp008016945, 95.0, 79.3, 0.3; GCA_002360495.1, s__PHOS-HE28 sp002360495, 95.0, 79.19, 0.31; GCA_902826215.1, s__PHOS-HE28 sp902826215, 95.0, 79.08, 0.29; GCA_902825795.1, s__PHOS-HE28 sp902825795, 95.0, 78.48, 0.29	91.36	11	0.925797714	
GCA_016719285.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__OLB11;s__						GCA_001567165.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__OLB11;s__OLB11 sp001567165	76.14	0.16	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__OLB11;s__	taxonomic classification defined by topology and ANI		GCA_013414745.1, s__OLB11 sp013414745, 95.0, 77.28, 0.05; GCA_903881265.1, s__OLB11 sp903881265, 95.0, 76.43, 0.09; GCA_903875055.1, s__OLB11 sp903875055, 95.0, 75.84, 0.08	89.12	11	0.917204518	
GCA_016719295.1	d__Bacteria;p__Planctomycetota;c__UBA1135;o__;f__;g__;s__											d__Bacteria;p__Planctomycetota;c__UBA1135;o__;f__;g__;s__	taxonomic novelty determined using RED			87.29	11	0.550222923	
GCA_016719325.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__											d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__	taxonomic novelty determined using RED			97.22	11	0.910903823	
GCA_016719345.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__;g__;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__;g__;s__	taxonomic novelty determined using RED			93.81	11	0.669609884	
GCA_016719365.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae;g__Lentimicrobium;s__						GCA_009773455.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae;g__Lentimicrobium;s__Lentimicrobium sp009773455	85.52	0.82	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae;g__Lentimicrobium;s__	taxonomic classification defined by topology and ANI		GCA_002426025.1, s__Lentimicrobium sp002426025, 95.0, 77.61, 0.22; GCA_013336205.1, s__Lentimicrobium sp013336205, 95.0, 77.51, 0.26; GCF_001192835.1, s__Lentimicrobium saccharophilum, 95.0, 77.29, 0.15; GCA_002433025.1, s__Lentimicrobium sp002433025, 95.0, 76.81, 0.14; GCA_002441345.1, s__Lentimicrobium sp002441345, 95.0, 76.78, 0.12; GCA_002410555.1, s__Lentimicrobium sp002410555, 95.0, 76.72, 0.07; GCA_002412885.1, s__Lentimicrobium sp002412885, 95.0, 76.71, 0.13; GCA_009773515.1, s__Lentimicrobium sp009773515, 95.0, 76.57, 0.13; GCA_001603685.1, s__Lentimicrobium sp001603685, 95.0, 76.52, 0.13; GCA_002425985.1, s__Lentimicrobium sp002425985, 95.0, 76.36, 0.13	92.4	11	0.990922283	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_016719385.1	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__Microthrix;s__Microthrix sp002473265	GCA_002473265.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__Microthrix;s__Microthrix sp002473265	98.46	0.86	GCA_002473265.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__Microthrix;s__Microthrix sp002473265	98.46	0.86	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__Microthrix;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000299415.1, s__Microthrix parvicella, 95.0, 81.29, 0.59	90.83	11		
GCA_016719395.1	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2991;f__UBA2991;g__FeB-14;s__						GCA_011055725.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2991;f__UBA2991;g__FeB-14;s__FeB-14 sp011055725	78.58	0.4	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2991;f__UBA2991;g__FeB-14;s__	taxonomic classification defined by topology and ANI		GCA_003104995.1, s__FeB-14 sp003104995, 95.0, 78.17, 0.34	87.23	11	0.964825183	
