genome_id,source,organism,genus,species,strain,closest_placement_reference,Genome,Phylum,# of Contigs,Length (bp),CheckM Completeness %,CheckM Contamination %,ncbi_mapping,Level,WGS,BioSample,Isolate,Taxonomy,bgcflow_project_name,Assigned Taxonomy,created_on,attributes,name,material,location,viewable,sequences,library,feature,basepairs,sequencing_method,country,sample,sequence_type,biome,coordinates,contig count,Genome size (bp),ctg_N50,ctg_L50,ctg_N90,ctg_L90,ctg_max,gc_avg,gc_std,CDS,Completeness (%),Contamination (%),Relative abundance (%),5S-full,5S-partial,16S-full,16S-partial,23S-full,23S-partial,Circular,Taxa (GTDB),original_genome_id,%GC,CheckM completeness,CheckM contamination,MAG draft quality,Site,Year,Environment,Sample,Depth (cm),BGCs,BGCs (in >10kb contigs),CD domains,KS domains,CD+KS domains,Depth trend,Vegetation trend,Previous publication,Chrs
GCA_016714685.1,ncbi,Holophagaceae bacterium,Holophagaceae,bacterium,OdNE_18-Q3-R46-58_MAXAC.008,,,,,,,,,Contig,JADKCH000000000,SAMN16426333,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016714485.1,ncbi,Holophagaceae bacterium,Holophagaceae,bacterium,OdNW_18-Q3-R42-56_BATAC.478,,,,,,,,,Contig,JADKDS000000000,SAMN16426370,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016720465.1,ncbi,Holophagaceae bacterium,Holophagaceae,bacterium,Viby_18-Q3-R106-67_BAT3C.260,,,,,,,,,Contig,JADKKO000000000,SAMN16426555,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016721195.1,ncbi,Holophagaceae bacterium,Holophagaceae,bacterium,Skiv_18-Q3-R9-52_MAXAC.067,,,,,,,,,Contig,JADKIO000000000,SAMN16426500,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016710635.1,ncbi,Holophagaceae bacterium,Holophagaceae,bacterium,Hjor_18-Q3-R7-51_BATAC.136,,,,,,,,,Contig,JADJVL000000000,SAMN16426138,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016705945.1,ncbi,Holophagaceae bacterium,Holophagaceae,bacterium,EsbE_18-Q3-R3-47_MAXAC.007,,,,,,,,,Contig,JADJKR000000000,SAMN16425835,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016722505.1,ncbi,Holophagaceae bacterium,Holophagaceae,bacterium,Vibo_18-Q3-R45-57_BAT3C.161,,,,,,,,,Contig,JADKJH000000000,SAMN16426520,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016705025.1,ncbi,Holophagales bacterium,Holophagales,bacterium,AalE_18-Q3-R2-46_MAXAC.019,,,,,,,,,Contig,JADIYZ000000000,SAMN16425517,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016722225.1,ncbi,Holophagales bacterium,Holophagales,bacterium,Ribe_18-Q3-R11-54_MAXAC.077,,,,,,,,,Contig,JADKGR000000000,SAMN16426449,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016719485.1,ncbi,Holophagales bacterium,Holophagales,bacterium,Lyne_18-Q3-R50-59_MAXAC.015,,,,,,,,,Contig,JADJZB000000000,SAMN16426245,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016714815.1,ncbi,Holophagales bacterium,Holophagales,bacterium,OdNE_18-Q3-R46-58_BATAC.193,,,,,,,,,Contig,JADKBZ000000000,SAMN16426325,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016716705.1,ncbi,Holophagales bacterium,Holophagales,bacterium,Hjor_18-Q3-R7-51_BAT3C.239,,,,,,,,,Contig,JADJVF000000000,SAMN16426132,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016699405.1,ncbi,Holophagales bacterium,Holophagales,bacterium,EsbW_18-Q3-R4-48_BAT3C.4_cln,,,,,,,,,Complete genome,undefined,SAMN16425868,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
GCA_016719465.1,ncbi,Hydrogenophilales bacterium,Hydrogenophilales,bacterium,Lyne_18-Q3-R50-59_BATAC.79,,,,,,,,,Contig,JADJYY000000000,SAMN16426242,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016703155.1,ncbi,Hydrogenophilales bacterium,Hydrogenophilales,bacterium,Aved_18-Q3-R54-62_BATAC.570,,,,,,,,,Contig,JADJCP000000000,SAMN16425617,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016716745.1,ncbi,Hyphomicrobiales bacterium,Hyphomicrobiales,bacterium,Hjor_18-Q3-R7-51_BAT3C.155,,,,,,,,,Contig,JADJVD000000000,SAMN16426130,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016713235.1,ncbi,Hyphomicrobiales bacterium,Hyphomicrobiales,bacterium,Fred_18-Q3-R57-64_BATAC.466,,,,,,,,,Contig,JADJPN000000000,SAMN16425974,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016710435.1,ncbi,Hyphomicrobiales bacterium,Hyphomicrobiales,bacterium,Hjor_18-Q3-R7-51_MAXAC.078,,,,,,,,,Contig,JADJVV000000000,SAMN16426148,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016716675.1,ncbi,Hyphomicrobium sp.,Hyphomicrobium,sp.,Hjor_18-Q3-R7-51_BAT3C.262,,,,,,,,,Contig,JADJVG000000000,SAMN16426133,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016714495.1,ncbi,Hyphomonadaceae bacterium,Hyphomonadaceae,bacterium,OdNW_18-Q3-R42-56_BATAC.488,,,,,,,,,Contig,JADKDU000000000,SAMN16426372,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016721465.1,ncbi,Ideonella sp.,Ideonella,sp.,Skiv_18-Q3-R9-52_BATAC.318,,,,,,,,,Contig,JADKIA000000000,SAMN16426486,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016720945.1,ncbi,Ideonella sp.,Ideonella,sp.,Vibo_18-Q3-R45-57_BATAC.215,,,,,,,,,Contig,JADKJQ000000000,SAMN16426529,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016702655.1,ncbi,Ideonella sp.,Ideonella,sp.,Aved_18-Q3-R54-62_MAXAC.186,,,,,,,,,Contig,JADJDO000000000,SAMN16425642,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016720835.1,ncbi,Ignavibacteria bacterium,Ignavibacteria,bacterium,Vibo_18-Q3-R45-57_BATAC.435,,,,,,,,,Contig,JADKJW000000000,SAMN16426536,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016721345.1,ncbi,Ignavibacteria bacterium,Ignavibacteria,bacterium,Skiv_18-Q3-R9-52_MAXAC.018,,,,,,,,,Contig,JADKII000000000,SAMN16426494,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016720145.1,ncbi,Ignavibacteria bacterium,Ignavibacteria,bacterium,Lyne_18-Q3-R50-59_BAT3C.229,,,,,,,,,Contig,JADJXV000000000,SAMN16426211,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016719845.1,ncbi,Ignavibacteria bacterium,Ignavibacteria,bacterium,Lyne_18-Q3-R50-59_BATAC.229,,,,,,,,,Contig,JADJYI000000000,SAMN16426225,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016722455.1,ncbi,Ignavibacteria bacterium,Ignavibacteria,bacterium,Vibo_18-Q3-R45-57_BAT3C.26,,,,,,,,,Contig,JADKJJ000000000,SAMN16426522,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016719565.1,ncbi,Ignavibacteria bacterium,Ignavibacteria,bacterium,Lyne_18-Q3-R50-59_BATAC.576,,,,,,,,,Contig,JADJYU000000000,SAMN16426238,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016718975.1,ncbi,Ignavibacteria bacterium,Ignavibacteria,bacterium,Mari_18-Q3-R65-66_MAXAC.025,,,,,,,,,Contig,JADKBA000000000,SAMN16426299,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016717015.1,ncbi,Ignavibacteria bacterium,Ignavibacteria,bacterium,Hirt_18-Q3-R61-65_BATAC.72,,,,,,,,,Contig,JADJUL000000000,SAMN16426109,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016716125.1,ncbi,Ignavibacteria bacterium,Ignavibacteria,bacterium,Kalu_18-Q3-R12-55_BATAC.336,,,,,,,,,Contig,JADJWZ000000000,SAMN16426180,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016713455.1,ncbi,Ignavibacteria bacterium,Ignavibacteria,bacterium,Fred_18-Q3-R57-64_BATAC.298,,,,,,,,,Contig,JADJPC000000000,SAMN16425962,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016711675.1,ncbi,Ignavibacteria bacterium,Ignavibacteria,bacterium,Hade_18-Q3-R52-61_MAXAC.028,,,,,,,,,Contig,JADJSN000000000,SAMN16426058,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016710985.1,ncbi,Ignavibacteria bacterium,Ignavibacteria,bacterium,Hirt_18-Q3-R61-65_BATAC.172,,,,,,,,,Contig,JADJTX000000000,SAMN16426095,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016709315.1,ncbi,Ignavibacteria bacterium,Ignavibacteria,bacterium,EsbW_18-Q3-R4-48_MAXAC.017,,,,,,,,,Contig,JADJMZ000000000,SAMN16425896,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016707395.1,ncbi,Ignavibacteria bacterium,Ignavibacteria,bacterium,Ega_18-Q3-R5-49_BATAC.213,,,,,,,,,Contig,JADJHS000000000,SAMN16425755,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016707835.1,ncbi,Ignavibacteria bacterium,Ignavibacteria,bacterium,Damh_18-Q3-R51-60_MAXAC.102,,,,,,,,,Contig,JADJHA000000000,SAMN16425736,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016707915.1,ncbi,Ignavibacteria bacterium,Ignavibacteria,bacterium,Damh_18-Q3-R51-60_BATAC.300,,,,,,,,,Contig,JADJGS000000000,SAMN16425728,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016706965.1,ncbi,Ignavibacteria bacterium,Ignavibacteria,bacterium,Ega_18-Q3-R5-49_MAXAC.109,,,,,,,,,Contig,JADJIM000000000,SAMN16425775,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016707005.1,ncbi,Ignavibacteria bacterium,Ignavibacteria,bacterium,Ejby_18-Q3-R6-50_BAT3C.119,,,,,,,,,Contig,JADJIQ000000000,SAMN16425780,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016708405.1,ncbi,Ignavibacteria bacterium,Ignavibacteria,bacterium,Bjer_18-Q3-R1-45_MAXAC.094,,,,,,,,,Contig,JADJFS000000000,SAMN16425700,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016704805.1,ncbi,Ignavibacteria bacterium,Ignavibacteria,bacterium,AalW_18-Q3-R10-53_BAT3C.147,,,,,,,,,Contig,JADIZM000000000,SAMN16425530,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016705185.1,ncbi,Ignavibacteria bacterium,Ignavibacteria,bacterium,AalE_18-Q3-R2-46_BATAC.321,,,,,,,,,Contig,JADIYS000000000,SAMN16425510,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016704345.1,ncbi,Ignavibacteria bacterium,Ignavibacteria,bacterium,AalW_18-Q3-R10-53_BATAC.340,,,,,,,,,Contig,JADJAH000000000,SAMN16425553,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016704225.1,ncbi,Ignavibacteria bacterium,Ignavibacteria,bacterium,AalW_18-Q3-R10-53_BATAC.706,,,,,,,,,Contig,JADJAO000000000,SAMN16425560,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016702515.1,ncbi,Ignavibacteria bacterium,Ignavibacteria,bacterium,Aved_18-Q3-R54-62_MAXAC.297,,,,,,,,,Contig,JADJDW000000000,SAMN16425650,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016702925.1,ncbi,Ignavibacteria bacterium,Ignavibacteria,bacterium,Aved_18-Q3-R54-62_MAXAC.030,,,,,,,,,Contig,JADJDB000000000,SAMN16425629,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016703055.1,ncbi,Ignavibacteria bacterium,Ignavibacteria,bacterium,Aved_18-Q3-R54-62_BATAC.785,,,,,,,,,Contig,JADJCW000000000,SAMN16425624,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016708125.1,ncbi,Ignavibacteriae bacterium,Ignavibacteriae,bacterium,Bjer_18-Q3-R1-45_MAXAC.250,,,,,,,,,Contig,JADJGF000000000,SAMN16425713,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016707525.1,ncbi,Ignavibacteriae bacterium,Ignavibacteriae,bacterium,Ega_18-Q3-R5-49_BATAC.118,,,,,,,,,Contig,JADJHP000000000,SAMN16425752,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016713565.1,ncbi,Ignavibacteriae bacterium,Ignavibacteriae,bacterium,Fred_18-Q3-R57-64_BATAC.232,,,,,,,,,Contig,JADJOX000000000,SAMN16425957,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016716225.1,ncbi,Ignavibacteriae bacterium,Ignavibacteriae,bacterium,Kalu_18-Q3-R12-55_BAT3C.58,,,,,,,,,Contig,JADJWT000000000,SAMN16426174,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016715695.1,ncbi,Ignavibacteriales bacterium,Ignavibacteriales,bacterium,Lyne_18-Q3-R50-59_MAXAC.197,,,,,,,,,Contig,JADJZQ000000000,SAMN16426260,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016714125.1,ncbi,Ignavibacteriales bacterium,Ignavibacteriales,bacterium,Fred_18-Q3-R57-64_BAT3C.169,,,,,,,,,Contig,JADJNX000000000,SAMN16425926,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016707285.1,ncbi,Ignavibacteriales bacterium,Ignavibacteriales,bacterium,Ega_18-Q3-R5-49_BATAC.76,,,,,,,,,Contig,JADJIA000000000,SAMN16425763,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016707585.1,ncbi,Ignavibacteriales bacterium,Ignavibacteriales,bacterium,Ega_18-Q3-R5-49_BAT3C.193,,,,,,,,,Contig,JADJHL000000000,SAMN16425748,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016707115.1,ncbi,Ignavibacteriales bacterium,Ignavibacteriales,bacterium,Ega_18-Q3-R5-49_MAXAC.056,,,,,,,,,Contig,JADJIH000000000,SAMN16425770,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016709155.1,ncbi,Ignavibacteriales bacterium,Ignavibacteriales,bacterium,Aved_18-Q3-R54-62_MAXAC.426,,,,,,,,,Contig,JADJEI000000000,SAMN16425662,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016709765.1,ncbi,Ignavibacteriales bacterium,Ignavibacteriales,bacterium,EsbW_18-Q3-R4-48_BATAC.168,,,,,,,,,Contig,JADJMD000000000,SAMN16425874,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016710175.1,ncbi,Ignavibacteriales bacterium,Ignavibacteriales,bacterium,EsbE_18-Q3-R3-47_MAXAC.197,,,,,,,,,Contig,JADJLK000000000,SAMN16425854,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016703385.1,ncbi,Ignavibacteriales bacterium,Ignavibacteriales,bacterium,Aved_18-Q3-R54-62_BATAC.249,,,,,,,,,Contig,JADJCD000000000,SAMN16425604,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016700155.1,ncbi,Ignavibacteriales bacterium,Ignavibacteriales,bacterium,Kalu_18-Q3-R12-55_MAXAC.127v2,,,,,,,,,Complete genome,undefined,SAMN16426198,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
GCA_016709945.1,ncbi,Kineosporiaceae bacterium,Kineosporiaceae,bacterium,EsbW_18-Q3-R4-48_BAT3C.288,,,,,,,,,Contig,JADJLV000000000,SAMN16425865,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016713225.1,ncbi,Kineosporiaceae bacterium,Kineosporiaceae,bacterium,Fred_18-Q3-R57-64_BATAC.480,,,,,,,,,Contig,JADJPO000000000,SAMN16425975,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016702615.1,ncbi,Kineosporiaceae bacterium,Kineosporiaceae,bacterium,Aved_18-Q3-R54-62_MAXAC.248_sub,,,,,,,,,Contig,JADJDR000000000,SAMN16425645,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016717335.1,ncbi,Kouleothrix sp.,Kouleothrix,sp.,Ribe_18-Q3-R11-54_BAT3C.183,,,,,,,,,Contig,JADKFS000000000,SAMN16426423,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016722075.1,ncbi,Kouleothrix sp.,Kouleothrix,sp.,Ribe_18-Q3-R11-54_MAXAC.235,,,,,,,,,Contig,JADKGW000000000,SAMN16426455,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016720625.1,ncbi,Leptospiraceae bacterium,Leptospiraceae,bacterium,Vibo_18-Q3-R45-57_MAXAC.094,,,,,,,,,Contig,JADKKG000000000,SAMN16426547,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016718635.1,ncbi,Leptospiraceae bacterium,Leptospiraceae,bacterium,OdNE_18-Q3-R46-58_MAXAC.176,,,,,,,,,Contig,JADKCW000000000,SAMN16426348,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016711485.1,ncbi,Leptospiraceae bacterium,Leptospiraceae,bacterium,Hade_18-Q3-R52-61_MAXAC.192,,,,,,,,,Contig,JADJSX000000000,SAMN16426068,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016708435.1,ncbi,Leptospiraceae bacterium,Leptospiraceae,bacterium,Bjer_18-Q3-R1-45_MAXAC.114,,,,,,,,,Contig,JADJFV000000000,SAMN16425703,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016703885.1,ncbi,Leptospiraceae bacterium,Leptospiraceae,bacterium,AalW_18-Q3-R10-53_MAXAC.200,,,,,,,,,Contig,JADJBD000000000,SAMN16425575,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016708875.1,ncbi,Lewinellaceae bacterium,Lewinellaceae,bacterium,Bjer_18-Q3-R1-45_BATAC.327,,,,,,,,,Contig,JADJFA000000000,SAMN16425682,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016711435.1,ncbi,Lewinellaceae bacterium,Lewinellaceae,bacterium,Hade_18-Q3-R52-61_MAXAC.228,,,,,,,,,Contig,JADJSY000000000,SAMN16426069,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016710765.1,ncbi,Lewinellaceae bacterium,Lewinellaceae,bacterium,Hirt_18-Q3-R61-65_BATAC.551,,,,,,,,,Contig,JADJUJ000000000,SAMN16426107,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016719605.1,ncbi,Lewinellaceae bacterium,Lewinellaceae,bacterium,Lyne_18-Q3-R50-59_BATAC.66,,,,,,,,,Contig,JADJYW000000000,SAMN16426240,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016712415.1,ncbi,Lewinellaceae bacterium,Lewinellaceae,bacterium,Fred_18-Q3-R57-64_MAXAC.370,,,,,,,,,Contig,JADJRC000000000,SAMN16426018,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016713985.1,ncbi,Lewinellaceae bacterium,Lewinellaceae,bacterium,Fred_18-Q3-R57-64_BAT3C.308,,,,,,,,,Contig,JADJOD000000000,SAMN16425933,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016716135.1,ncbi,Lewinellaceae bacterium,Lewinellaceae,bacterium,Kalu_18-Q3-R12-55_BATAC.22,,,,,,,,,Contig,JADJWX000000000,SAMN16426178,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016715325.1,ncbi,Methylococcaceae bacterium,Methylococcaceae,bacterium,Mari_18-Q3-R65-66_BAT3C.366,,,,,,,,,Contig,JADKAL000000000,SAMN16426284,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016717875.1,ncbi,Micavibrio sp.,Micavibrio,sp.,Rand_18-Q3-R56-63_BAT3C.326,,,,,,,,,Contig,JADKER000000000,SAMN16426396,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
